# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
JVM.totalCpuTimeMs,1757018296366000000,1757018356377000000,1760
JVM.totalSafepointCount,1757018296366000000,1757018356377000000,1
JVM.committedHeapBytes,1757018296366000000,1757018356377000000,2004877312
JVM.newThreadsCount,1757018296366000000,1757018356377000000,1
JVM.maxHeapBytes,1757018296366000000,1757018356377000000,2877292544
MEM.ramBytes,1757018296366000000,1757018356377000000,1590595584
MEM.fileMappingsRamBytes,1757018296366000000,1757018356377000000,125231104
JVM.GC.collectionTimesMs,1757018296366000000,1757018356377000000,0
JVM.totalTimeToSafepointsMs,1757018296366000000,1757018356377000000,1
MEM.ramPlusSwapMinusFileMappingsBytes,1757018296366000000,1757018356377000000,1821982720
OS.loadAverage,1757018296366000000,1757018356377000000,2.77685546875
JVM.usedNativeBytes,1757018296366000000,1757018356377000000,376954560
workspaceModel.moduleManagerBridge.build.module.graph.ms,1757018296366000000,1757018356377000000,0
jps.save.global.entities.ms,1757018296366000000,1757018356377000000,0
jps.save.changed.project.entities.ms,1757018296366000000,1757018356377000000,0
workspaceModel.mutableEntityStorage.put.entity.ms,1757018296366000000,1757018356377000000,0
workspaceModel.orphan.listener.update.ms,1757018296366000000,1757018356377000000,0
jps.global.get.library.by.name.ms,1757018296366000000,1757018356377000000,0
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1757018296366000000,1757018356377000000,0
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1757018296366000000,1757018356377000000,0
workspaceModel.global.updates.count,1757018296366000000,1757018356377000000,0
jps.project.serializers.save.ms,1757018296366000000,1757018356377000000,0
workspaceModel.delayed.project.synchronizer.sync.ms,1757018296366000000,1757018356377000000,0
jps.facet.change.listener.process.change.events.ms,1757018296366000000,1757018356377000000,0
workspaceModel.mutableEntityStorage.add.entity.ms,1757018296366000000,1757018356377000000,0
jps.load.project.to.empty.storage.ms,1757018296366000000,1757018356377000000,0
workspaceModel.moduleManagerBridge.get.modules.ms,1757018296366000000,1757018356377000000,0
jps.artifact.entities.serializer.save.entities.ms,1757018296366000000,1757018356377000000,0
jps.facet.change.listener.init.bridge.ms,1757018296366000000,1757018356377000000,0
jps.storage.jps.conf.reader.load.component.ms,1757018296366000000,1757018356377000000,0
jps.global.initialize.library.bridges.after.loading.ms,1757018296366000000,1757018356377000000,0
workspaceModel.mutableEntityStorage.resolve.ms,1757018296366000000,1757018356377000000,0
workspaceModel.moduleBridge.before.changed.ms,1757018296366000000,1757018356377000000,0
jps.modifiable.module.model.bridge.renaming.ms,1757018296366000000,1757018356377000000,0
workspaceModel.moduleBridge.facet.initialization.ms,1757018296366000000,1757018356377000000,0
jps.global.initialize.library.bridges.ms,1757018296366000000,1757018356377000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewParent.ms,1757018296366000000,1757018356377000000,0
workspaceModel.mutableEntityStorage.modify.entity.ms,1757018296366000000,1757018356377000000,0
workspaceModel.mutableEntityStorage.collect.changes.ms,1757018296366000000,1757018356377000000,0
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1757018296366000000,1757018356377000000,0
workspaceModel.mutableEntityStorage.to.snapshot.ms,1757018296366000000,1757018356377000000,0
jps.module.dependency.index.workspace.model.listener.on.changed.ms,1757018296366000000,1757018356377000000,0
jps.apply.loaded.storage.ms,1757018296366000000,1757018356377000000,0
jps.global.handle.before.change.events.ms,1757018296366000000,1757018356377000000,0
jps.facet.change.listener.before.change.events.ms,1757018296366000000,1757018356377000000,0
workspaceModel.global.updates.ms,1757018296366000000,1757018356377000000,0
workspaceModel.moduleBridge.update.option.ms,1757018296366000000,1757018356377000000,0
jps.global.get.library.ms,1757018296366000000,1757018356377000000,0
workspaceModel.load.cache.from.file.ms,1757018296366000000,1757018356377000000,0
jps.load.initial.state.ms,1757018296366000000,1757018356377000000,0
workspaceModel.do.save.caches.ms,1757018296366000000,1757018356377000000,0
jps.library.entities.serializer.save.entities.ms,1757018296366000000,1757018356377000000,0
workspaceModel.mutableEntityStorage.entities.by.source.ms,1757018296366000000,1757018356377000000,0
workspaceModel.moduleManagerBridge.load.module.ms,1757018296366000000,1757018356377000000,0
workspaceModel.load.cache.metadata.from.file.ms,1757018296366000000,1757018356377000000,0
jps.global.get.libraries.ms,1757018296366000000,1757018356377000000,0
workspaceModel.global.apply.state.to.project.ms,1757018296366000000,1757018356377000000,0
workspaceModel.mutableEntityStorage.referrers.ms,1757018296366000000,1757018356377000000,0
jps.library.entities.serializer.load.entities.ms,1757018296366000000,1757018356377000000,0
workspaceModel.mutableEntityStorage.has.same.entities.ms,1757018296366000000,1757018356377000000,0
workspaceModel.mutableEntityStorage.entities.ms,1757018296366000000,1757018356377000000,0
jps.global.handle.changed.events.ms,1757018296366000000,1757018356377000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedChild.ms,1757018296366000000,1757018356377000000,0
workspaceModel.sync.entities.ms,1757018296366000000,1757018356377000000,0
jps.reload.project.entities.ms,1757018296366000000,1757018356377000000,0
jps.app.storage.content.reader.load.component.ms,1757018296366000000,1757018356377000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewChild.ms,1757018296366000000,1757018356377000000,0
workspaceModel.mutableEntityStorage.replace.by.source.ms,1757018296366000000,1757018356377000000,0
workspaceModel.mutableEntityStorage.instances.count,1757018296366000000,1757018356377000000,0
jps.artifact.entities.serializer.load.entities.ms,1757018296366000000,1757018356377000000,0
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1757018296366000000,1757018356377000000,0
workspaceModel.moduleManagerBridge.load.all.modules.ms,1757018296366000000,1757018356377000000,0
workspaceModel.global.apply.state.to.project.builder.ms,1757018296366000000,1757018356377000000,0
workspaceModel.save.cache.to.file.ms,1757018296366000000,1757018356377000000,0
workspaceModel.moduleManagerBridge.create.module.instance.ms,1757018296366000000,1757018356377000000,0
jps.modifiable.module.model.bridge.new.module.ms,1757018296366000000,1757018356377000000,0
jps.project.serializers.load.ms,1757018296366000000,1757018356377000000,0
workspaceModel.mutableEntityStorage.apply.changes.from.ms,1757018296366000000,1757018356377000000,0
workspaceModel.moduleManagerBridge.newModule.ms,1757018296366000000,1757018356377000000,0
workspaceModel.moduleBridgeLoader.loading.modules.ms,1757018296366000000,1757018356377000000,0
workspaceModel.mutableEntityStorage.remove.entity.ms,1757018296366000000,1757018356377000000,0
jps.modifiable.module.model.bridge.load.module.ms,1757018296366000000,1757018356377000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedParent.ms,1757018296366000000,1757018356377000000,0
jps.modifiable.module.model.bridge.disposing.ms,1757018296366000000,1757018356377000000,0
cacheStateStorage.get.counter,1757018296366000000,1757018356377000000,0
cacheStateStorage.set.counter,1757018296366000000,1757018356377000000,0
cacheStateStorage.get.duration,1757018296366000000,1757018356377000000,0
cacheStateStorage.set.duration,1757018296366000000,1757018356377000000,0
writeAction.wait.ms,1757018296366000000,1757018356377000000,0
DiskQueryRelay.taskWaitingTotalTimeUs,1757018296366000000,1757018356377000000,0
writeAction.median.wait.ms,1757018296366000000,1757018356377000000,42500
DiskQueryRelay.tasksExecuted,1757018296366000000,1757018356377000000,0
writeAction.count,1757018296366000000,1757018356377000000,0
DiskQueryRelay.tasksRequested,1757018296366000000,1757018356377000000,0
writeAction.max.wait.ms,1757018296366000000,1757018356377000000,21997
DiskQueryRelay.taskExecutionTotalTimeUs,1757018296366000000,1757018356377000000,0
workspaceModel.cachedValue.total.get.count,1757018356377000000,1757018416382000000,0
workspaceModel.loading.total.ms,1757018356377000000,1757018416382000000,0
workspaceModel.workspaceFileIndexData.instances.count,1757018356377000000,1757018416382000000,0
workspaceModel.on.changed.ms,1757018356377000000,1757018416382000000,0
workspaceModel.cachedValueWithParameters.total.get.count,1757018356377000000,1757018416382000000,0
workspaceModel.workspaceFileIndexData.getPackageName.ms,1757018356377000000,1757018416382000000,0
workspaceModel.workspaceFileIndexData.onEntitiesChanged.ms,1757018356377000000,1757018416382000000,0
workspaceModel.full.replace.project.model.ms,1757018356377000000,1757018416382000000,0
workspaceModel.updates.count,1757018356377000000,1757018416382000000,0
workspaceModel.update.unloaded.entities.ms,1757018356377000000,1757018416382000000,0
workspaceModel.workspaceFileIndexData.processFileSets.ms,1757018356377000000,1757018416382000000,0
workspaceModel.updates.precise.ms,1757018356377000000,1757018416382000000,0
workspaceModel.entityStorageSnapshotImpl.instances.count,1757018356377000000,1757018416382000000,0
workspaceModel.cachedValue.from.cache.count,1757018356377000000,1757018416382000000,0
workspaceModel.workspaceFileIndexContributor.registerFileSets.ms,1757018356377000000,1757018416382000000,0
workspaceModel.loading.from.cache.ms,1757018356377000000,1757018416382000000,0
workspaceModel.replace.project.model.ms,1757018356377000000,1757018416382000000,0
workspaceModel.collect.changes.ms,1757018356377000000,1757018416382000000,0
workspaceModel.cachedValue.clear.count,1757018356377000000,1757018416382000000,0
workspaceModel.workspaceFileIndexData.getFileInfo.ms,1757018356377000000,1757018416382000000,0
workspaceModel.workspaceFileIndexData.getDirectoriesByPackageName.ms,1757018356377000000,1757018416382000000,0
workspaceModel.check.recursive.update.ms,1757018356377000000,1757018416382000000,0
workspaceModel.to.snapshot.ms,1757018356377000000,1757018416382000000,0
workspaceModel.on.before.changed.ms,1757018356377000000,1757018416382000000,0
workspaceModel.workspaceFileIndexData.updateDirtyEntities.ms,1757018356377000000,1757018416382000000,0
workspaceModel.workspaceFileIndexData.init.ms,1757018356377000000,1757018416382000000,0
workspaceModel.cachedValueWithParameters.clear.count,1757018356377000000,1757018416382000000,0
workspaceModel.cachedValueWithParameters.from.cache.count,1757018356377000000,1757018416382000000,0
workspaceModel.workspaceFileIndexData.markDirty.ms,1757018356377000000,1757018416382000000,0
workspaceModel.cachedValueWithParameters.calculated.count,1757018356377000000,1757018416382000000,0
workspaceModel.init.bridges.ms,1757018356377000000,1757018416382000000,0
workspaceModel.initializing.ms,1757018356377000000,1757018416382000000,0
workspaceModel.cachedValue.calculated.count,1757018356377000000,1757018416382000000,0
workspaceModel.pre.handlers.ms,1757018356377000000,1757018416382000000,0
workspaceModel.updates.ms,1757018356377000000,1757018416382000000,0
workspaceModel.workspaceFileIndexData.visitFileSets.ms,1757018356377000000,1757018416382000000,0
Indexing.writer_0.totalTimeSpentWritingMs,1757018356377000000,1757018416382000000,0
Indexes.stubs.lookups,1757018356377000000,1757018416382000000,0
Indexes.stubs.lookupDurationMaxMs,1757018356377000000,1757018416382000000,0.0
Indexes.entries.lookupDurationMaxMs,1757018356377000000,1757018416382000000,0.0
Indexes.stubs.lookupDurationAvgMs,1757018356377000000,1757018416382000000,0.0
Indexes.entries.lookups,1757018356377000000,1757018416382000000,0
Indexes.allKeys.lookupDurationAvgMs,1757018356377000000,1757018416382000000,0.0
Indexing.cache.totalCacheMisses,1757018356377000000,1757018416382000000,0
Indexing.writesQueuedMax,1757018356377000000,1757018416382000000,0
Indexes.entries.lookupDuration90PMs,1757018356377000000,1757018416382000000,0.0
Indexing.writesQueuedMin,1757018356377000000,1757018416382000000,9223372036854775807
Indexing.writer_2.totalTimeSpentWritingMs,1757018356377000000,1757018416382000000,0
Indexes.entries.lookupDurationAvgMs,1757018356377000000,1757018416382000000,0.0
Indexing.cache.totalCacheAccesses,1757018356377000000,1757018416382000000,0
Indexing.writer_1.totalTimeSpentWritingMs,1757018356377000000,1757018416382000000,0
Indexing.totalTimeIndexersSleptMs,1757018356377000000,1757018416382000000,0
Indexes.allKeys.lookupDurationMaxMs,1757018356377000000,1757018416382000000,0.0
Indexes.stubs.lookupDuration90PMs,1757018356377000000,1757018416382000000,0.0
Indexes.allKeys.lookupDuration90PMs,1757018356377000000,1757018416382000000,0.0
Indexes.allKeys.lookups,1757018356377000000,1757018416382000000,0
Indexing.cache.totalCacheEvicted,1757018356377000000,1757018416382000000,0
Indexing.writer_3.totalTimeSpentWritingMs,1757018356377000000,1757018416382000000,0
NonBlockingReadAction.failedExecutionsCount,1757018356377000000,1757018416382000000,0
AWTEventQueue.dispatchTimeTotalNS,1757018356377000000,1757018416382000000,163988667
FlushQueue.waitingTimeMaxNs,1757018356377000000,1757018416382000000,0
AWTEventQueue.dispatchTime90PNs,1757018356377000000,1757018416382000000,0
FlushQueue.queueSizeMax,1757018356377000000,1757018416382000000,0
WriteAction.executionsCount,1757018356377000000,1757018416382000000,0
NonBlockingReadAction.failedExecutionTimeUs,1757018356377000000,1757018416382000000,0
FlushQueue.queueSize90P,1757018356377000000,1757018416382000000,0
NonBlockingReadAction.finalizedExecutionTimeUs,1757018356377000000,1757018416382000000,0
NonBlockingReadAction.finalizedExecutionsCount,1757018356377000000,1757018416382000000,0
FlushQueue.queueSizeAvg,1757018356377000000,1757018416382000000,0.0
AWTEventQueue.eventsDispatched,1757018356377000000,1757018416382000000,0
FlushQueue.executionTime90PNs,1757018356377000000,1757018416382000000,0
FlushQueue.waitingTime90PNs,1757018356377000000,1757018416382000000,0
AWTEventQueue.dispatchTimeAvgNs,1757018356377000000,1757018416382000000,0.0
FlushQueue.executionTimeMaxNs,1757018356377000000,1757018416382000000,0
FlushQueue.executionTimeAvgNs,1757018356377000000,1757018416382000000,0.0
FlushQueue.waitingTimeAvgNs,1757018356377000000,1757018416382000000,0.0
FlushQueue.tasksExecuted,1757018356377000000,1757018416382000000,0
AWTEventQueue.dispatchTimeMaxNs,1757018356377000000,1757018416382000000,0
ReadAction.executionsCount,1757018356377000000,1757018416382000000,0
FilePageCache.pageFastCacheHits,1757018356377000000,1757018416382000000,0
StreamlinedBlobStorage.recordsRelocated,1757018356377000000,1757018416382000000,0
FilePageCache.pageLoadsAboveSizeThreshold,1757018356377000000,1757018416382000000,0
StreamlinedBlobStorage.recordsDeleted,1757018356377000000,1757018416382000000,0
MappedFileStorage.storages,1757018356377000000,1757018416382000000,12
MappedFileStorage.totalPagesMapped,1757018356377000000,1757018416382000000,12
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1757018356377000000,1757018416382000000,179306496
FileChannelInterruptsRetryer.totalRetriedAttempts,1757018356377000000,1757018416382000000,0
StreamlinedBlobStorage.recordsAllocated,1757018356377000000,1757018416382000000,0
FilePageCache.uncachedFileAccess,1757018356377000000,1757018416382000000,0
